X,Y,Z,SPEED,ANGLE_CAM,ANGLE_BEETLE,TIME,ACCELERATION
194.56057739257812,10.598825454711914,-98.01800537109375,88,3.4879802972241123,0.00522201524707493,0.0,221.8
196.16708374023438,10.547980308532715,-97.6419448852539,89,2.264517778053907,0.01027956880021415,0.037001848220825195,351.8
197.81324768066406,10.443859100341797,-97.2935562133789,91,1.0391724448664268,0.00891278417564298,0.07700395584106445,321.7
199.49691772460938,10.27549934387207,-96.96885681152344,93,0.005287417440201234,0.005249573046499586,0.12500715255737305,263.0
201.2134552001953,9.9468994140625,-96.63648986816406,95,0.04802792782090766,0.048012570158651936,0.1740119457244873,270.9
206.54495239257812,9.176342010498047,-95.60456848144531,99,2.7249061421916205,0.26849837632343243,0.24901652336120605,-900
208.33970642089844,9.048595428466797,-95.29381561279297,99,3.436190185568683,0.34247216537256353,0.29802489280700684,-12.1
210.14430236816406,8.953582763671875,-95.02474975585938,99,2.9950644477988737,0.2091487297693084,0.33002424240112305,38.0
211.95767211914062,8.851836204528809,-94.80061340332031,99,2.7239907155269094,-0.015631680828331617,0.36102724075317383,33.3
213.77420043945312,8.74692440032959,-94.61540985107422,99,2.674564826448623,-0.030893701963393902,0.4090290069580078,-10.0
215.5935516357422,8.645207405090332,-94.4707260131836,99,2.5952720923389543,-0.09605214681819972,0.44303345680236816,-9.8
217.41615295410156,8.544037818908691,-94.36724090576172,99,2.908106652327532,-0.18380805547509377,0.4730360507965088,5.8
219.24185180664062,8.43663501739502,-94.30107879638672,99,2.7576514153304306,-0.1486282400943056,0.5050363540649414,16.7
221.06796264648438,8.328060150146484,-94.2735595703125,99,2.552943738448023,-0.15128383781925134,0.5850424766540527,-2.8
222.89369201660156,8.239740371704102,-94.28064727783203,99,2.180008654150021,-0.02766246636664064,0.6140439510345459,-7.8
224.71971130371094,8.183773040771484,-94.32147216796875,99,1.3133911187487564,0.12342265320432017,0.6470465660095215,8.7
226.54586791992188,8.139732360839844,-94.39781188964844,99,0.22940233823251968,0.2003709581623331,0.6940503120422363,10.7
228.37046813964844,8.113397598266602,-94.4740219116211,99,0.2314285171573762,0.23143184453299484,0.7230548858642578,-21.2
230.19686889648438,8.081932067871094,-94.55113220214844,99,0.30540364091121075,0.2055944465138331,0.7560555934906006,21.9
232.02410888671875,8.049018859863281,-94.6318359375,99,0.2140009556173421,0.21400089502179193,0.8180608749389648,6.3
233.8519744873047,8.006080627441406,-94.71340942382812,99,0.18765603150896995,0.18765597091341965,0.8490633964538574,8.4
235.67837524414062,7.89482307434082,-94.79268646240234,99,0.25751144433748013,0.2575113837419303,0.8830654621124268,-18.1
237.5056610107422,7.673983573913574,-94.86937713623047,99,0.33966346591483204,0.33966340531928185,0.9120676517486572,10.5
239.32615661621094,7.367135047912598,-94.95486450195312,99,0.054403913948319,0.05440385335276901,0.9750721454620361,-39.9
241.1420135498047,7.163729190826416,-95.03730773925781,98,0.14339256994856947,0.14339250935301964,1.0050740242004395,-62.6
242.969970703125,6.925928592681885,-95.12078094482422,99,0.12835985717822992,0.12835979658267999,1.0360755920410156,154.1
244.78114318847656,6.6580705642700195,-95.20735168457031,98,0.196430902544931,0.006389918166229698,1.069079875946045,-198.3
246.59625244140625,6.338557720184326,-95.31168365478516,98,0.44681335981381853,0.029215303551702893,1.1290819644927979,31.9
248.41773986816406,5.966503143310547,-95.429931640625,99,0.2883614856889573,0.02221134517842674,1.1840877532958984,51.7
250.2366943359375,5.541862487792969,-95.55674743652344,99,0.06413580618521926,0.014535241874400076,1.2130897045135498,-26.5
252.05264282226562,5.064633846282959,-95.69154357910156,99,0.3371478667225343,0.01344784590575575,1.2640912532806396,-18.7
253.86537170410156,4.534816741943359,-95.83628845214844,98,0.17340154572000624,0.017044603392603316,1.2950940132141113,-31.1
255.67526245117188,3.952411651611328,-95.98605346679688,98,0.13311707897344277,0.008405115117277644,1.3270971775054932,-29.8
257.4823913574219,3.3174190521240234,-96.13960266113281,98,0.04203582511657287,0.006778518957422175,1.3591008186340332,-30.0
259.2774963378906,3.29585599899292,-96.16725158691406,97,4.523918959128376,4.202722098315094,1.4221045970916748,-114.5
261.1054382324219,3.1431362628936768,-96.21293640136719,99,4.139263326154131,3.9746831402526444,1.4381051063537598,816.8
262.9185485839844,2.886868476867676,-96.39092254638672,99,0.0107842223634866,-2.613464179419809e-05,1.502110481262207,-41.1
264.7308654785156,2.647977352142334,-96.56637573242188,99,0.08766963248757302,0.08766411827169894,1.5181105136871338,-25.5
266.5330810546875,2.6366629600524902,-96.67822265625,98,2.066062832822972,2.0660573186070983,1.5661146640777588,-123.9
268.3199768066406,2.661639928817749,-96.7523193359375,97,3.2428227539084347,3.2428172396925623,1.5971167087554932,-219.1
270.1341857910156,2.776259183883667,-96.9073715209961,99,0.7323907747076215,0.7323852604917487,1.6451225280761719,265.6
271.9486999511719,2.880154609680176,-97.06451416015625,99,0.6676843440151984,0.6676788297993246,1.6771245002746582,5.9
273.76251220703125,2.976087808609009,-97.21778869628906,99,0.6011520913154915,0.7075468121025571,1.7231264114379883,-8.8
275.57537841796875,3.0638797283172607,-97.36202239990234,98,0.4652440811413683,0.6944605388864689,1.7711312770843506,-13.8
277.3559265136719,3.130497932434082,-97.45013427734375,97,2.0300147344200687,2.1811638053827465,1.787132740020752,-882.5
279.1673583984375,3.20485258102417,-97.58441162109375,98,0.18779426439832292,0.41597267069073085,1.8331341743469238,288.2
280.9779357910156,3.272592067718506,-97.6998291015625,98,0.4874138994968691,0.6210343709525888,1.879138708114624,-18.4
282.78717041015625,3.3340024948120117,-97.8104476928711,98,0.5615913935233304,0.5880983228669979,1.9281442165374756,-13.2
284.5943603515625,3.3968541622161865,-97.92543029785156,98,0.4198214918605366,0.446328421204204,1.9751453399658203,-14.8
286.39996337890625,3.436044454574585,-98.03824615478516,98,0.40840957175442355,0.511620619818429,2.00514817237854,-22.6
288.20965576171875,3.4597949981689453,-98.15151977539062,98,0.2392380272837426,0.29376972888160297,2.068152666091919,25.7
290.02008056640625,3.4575440883636475,-98.2645492553711,98,0.24837965890369812,0.24835391423349312,2.105153799057007,7.6
291.8306579589844,3.3988335132598877,-98.37836456298828,98,0.22390961964542086,0.2238838749752163,2.129157066345215,3.3
293.64190673828125,3.3289191722869873,-98.49119567871094,98,0.06940284543716586,0.17405721397347737,2.1801626682281494,4.7
295.4536437988281,3.2555229663848877,-98.59954833984375,98,0.010804692293764732,0.21147261346663682,2.2111618518829346,2.7
297.2655944824219,3.1971428394317627,-98.69464111328125,98,0.08065911445957313,0.2838181008767109,2.258166551589966,-4.4
299.0662841796875,3.1514127254486084,-98.75511169433594,98,0.41913477387654546,0.8545380094030733,2.30216908454895,-114.0
300.8802490234375,3.106602191925049,-98.82199096679688,98,-0.23451555466029775,0.23105272572624158,2.337172269821167,151.8
302.6941223144531,3.0522475242614746,-98.86319732666016,98,0.07750120361466277,0.2556989196200765,2.383176803588867,-7.3
304.5090026855469,2.979443311691284,-98.89212036132812,98,-0.35062780593069637,0.16887430611496196,2.437180280685425,5.6
306.3240661621094,2.889061689376831,-98.90272521972656,98,-0.09433450108945005,0.2276197803046868,2.453181505203247,-0.4
308.1389465332031,2.8185067176818848,-98.8904037475586,98,0.12680744723355178,0.36601215201292603,2.515186071395874,-1.1
309.94915771484375,2.7985146045684814,-98.85673522949219,98,0.21808896241461065,0.8033473211378613,2.5311875343322754,-108.2
311.76116943359375,2.722261667251587,-98.78433227539062,98,0.496597128971563,0.8289263019877423,2.594191789627075,18.3
313.57232666015625,2.585906505584717,-98.69369506835938,98,0.7997563303668561,1.0733594673477174,2.617194414138794,-0.6
315.38909912109375,2.449492931365967,-98.60743713378906,98,0.1562922806094841,0.40439416304163944,2.6741981506347656,37.3
317.2034606933594,2.277700185775757,-98.5208511352539,98,0.10691463501177254,0.1702287300578534,2.6901984214782715,-58.9
319.01922607421875,2.103046178817749,-98.4262924194336,98,0.33456081431948886,0.3345528532534301,2.738203287124634,14.8
320.8280944824219,2.058471441268921,-98.2974853515625,98,1.257227151199275,1.4265614591117501,2.7682056427001953,-62.7
322.6282653808594,2.066182851791382,-98.14161682128906,98,1.76893489698797,1.9135721824940053,2.831211805343628,-40.9
324.44598388671875,2.1353118419647217,-98.00304412841797,99,0.945238514333818,1.133126703093438,2.8632121086120605,197.9
326.24072265625,2.325958728790283,-97.83786010742188,98,1.618714421265338,1.8443439102538008,2.9112157821655273,-169.5
328.0413818359375,2.5282809734344482,-97.68463897705078,98,1.029992052049155,1.0678072766860713,2.973220109939575,30.7
329.8355407714844,2.7258551120758057,-97.5311279296875,97,0.9552925530307551,1.0567380867424785,3.0062239170074463,-77.0
331.6324462890625,2.913390636444092,-97.39453887939453,98,0.2983939200469364,0.41178939256115676,3.022223949432373,33.8
333.4388427734375,3.0032453536987305,-97.26400756835938,98,-0.04206843999274645,0.05755717332368515,3.0822300910949707,59.2
335.2420959472656,2.995250940322876,-97.1256332397461,98,0.004317744774272798,0.21291566792268563,3.101229190826416,-52.9
337.0468444824219,2.908952474594116,-96.98595428466797,98,-0.09487161685857175,0.04186307308585904,3.133232355117798,19.6
338.8507385253906,2.7513368129730225,-96.83802795410156,98,-0.06645463062001641,0.049575729279133424,3.180234909057617,-1.6
340.6593933105469,2.4884371757507324,-96.6798324584961,98,-0.17956006481136025,0.04687765086317964,3.2102391719818115,73.6
342.4661560058594,2.2072079181671143,-96.51453399658203,98,-0.25837644514620306,0.04910300521931392,3.23923921585083,-17.0
344.276611328125,2.0376832485198975,-96.32832336425781,99,-0.29221404831630243,0.05661453510044081,3.286243438720703,47.7
346.08221435546875,1.6492854356765747,-96.1168441772461,98,-0.28109701890947136,0.09998238034127595,3.3192474842071533,-24.6
347.8878479003906,1.5068964958190918,-95.8768539428711,99,-0.5462880332172708,0.0944149253294967,3.379251718521118,23.4
349.7103271484375,1.4396675825119019,-95.57559204101562,100,-0.5647109721502473,0.2113033043551075,3.411254405975342,316.1
351.4831237792969,1.5256779193878174,-95.26194763183594,97,-0.5104735680293448,0.08201431803202022,3.4342551231384277,-802.5
353.2686462402344,1.681248664855957,-95.00090026855469,98,-2.891384689146799,-2.600372186741753,3.481257915496826,35.0
355.0220642089844,1.9284594058990479,-94.77408599853516,96,-4.576638689171183,-4.171511153741373,3.521261215209961,-359.0
356.7851867675781,2.0713274478912354,-94.48258209228516,97,-3.2338617060902433,-2.9375048506838324,3.561264753341675,187.3
358.5505065917969,2.240788459777832,-94.09424591064453,98,-0.5498227959490019,-0.40756324651296527,3.59226655960083,260.0
360.3144226074219,2.3828160762786865,-93.69029998779297,98,-0.1675076814198473,-0.11972162631078678,3.640270233154297,16.8
362.0710144042969,2.438971996307373,-93.31310272216797,97,-0.9468984256412454,-0.946909812647839,3.676271677017212,-141.6
363.8341369628906,2.505371570587158,-92.90693664550781,98,-0.09336640689140788,-0.0933777938980009,3.7252767086029053,101.8
365.5945129394531,2.6413257122039795,-92.5347900390625,97,-1.129444901961474,-1.1294562889680673,3.756277561187744,-127.2
367.3514099121094,2.8173844814300537,-92.17838287353516,97,-1.5986215142754419,-1.5986329012820348,3.799281358718872,-60.4
369.0896301269531,2.8138458728790283,-91.78534698486328,96,-0.3923562152538387,-0.32501740818484565,3.8452844619750977,-90.6
370.8401184082031,2.72957706451416,-91.37570190429688,97,-0.014706922899891983,-0.01470527735035343,3.8762874603271484,199.1
372.59259033203125,2.8405537605285645,-90.96250915527344,97,0.14110519483861084,0.08083461383510757,3.924290895462036,22.5
374.33624267578125,2.994938850402832,-90.56912231445312,97,-0.005576380445325535,-0.2613669704122135,3.97129487991333,-109.3
